Date,Open,High,Low,Close,Volume
2021-09-27,4069.55,4083.61,4061.71,4069.55,44043429952
2021-09-28,4109.66,4112.31,4050.95,4109.66,81728651961
2021-09-29,4045.16,4076.61,4038.06,4045.16,38034886608
2021-09-30,4079.46,4106.72,4065.82,4079.46,72961122901
2021-10-01,4078.59,4104.78,4065.4,4086.99,32896099039
2021-10-04,4106.89,4131.39,4101.35,4112.72,66937853148
2021-10-05,4129.53,4225.16,4129.53,4223.85,97998411217
2021-10-06,4263.87,4267.29,4164.29,4171.71,130235954246
2021-10-07,4222.78,4237.55,4179.39,4228.02,76869241073
2021-10-08,4233.58,4254.36,4216.72,4238,54806605123
2021-10-11,4259.38,4284.53,4248.13,4279.87,121780872597
2021-10-12,4259.03,4275.6,4250.99,4263.8,54638479277
2021-10-13,4260.44,4260.44,4189.91,4243.92,61613455354
2021-10-14,4280.76,4292.68,4259.13,4259.13,72356788442
2021-10-15,4278.51,4282.15,4247.79,4261.82,35781542963
2021-10-18,4254.91,4257.83,4225.42,4248.33,30789266432
2021-10-19,4256.24,4279.2,4236.79,4276.26,104707293694
2021-10-20,4284.91,4290.99,4258.14,4287.52,71298594826
2021-10-21,4276.94,4281.68,4214.82,4218.63,75032071656
2021-10-22,4218.5,4246.22,4196.96,4196.96,67730573633
2021-10-25,4216.43,4254.98,4184.92,4254.98,67262362800
2021-10-26,4254.59,4259.83,4233.8,4235.87,59860606152
2021-10-27,4216.76,4234.99,4190.68,4229.53,58183359583
2021-10-28,4210.78,4220.23,4157.97,4189.66,79703911471
2021-10-29,4186.35,4186.7,4116.29,4150,95944563338
2021-11-01,4155.24,4223.7,4155.24,4221.49,60571472917
2021-11-02,4235.89,4245.32,4196.75,4207.53,61782138608
2021-11-03,4192.14,4192.14,4158.17,4184.87,50491549761
2021-11-05,4179.03,4181.87,4159.92,4174.76,35248072745
2021-11-08,4203.65,4220.88,4188.59,4218.27,49203148131
2021-11-09,4207.59,4224.88,4181.75,4187.33,65270221209
2021-11-10,4192.62,4195.48,4151.6,4172.47,75835535870
2021-11-11,4141.62,4189.35,4126.52,4189.35,76522983446
2021-11-12,4181.7,4181.7,4089.32,4121.66,96063812336
2021-11-15,4121.5,4162.02,4111.04,4135.14,89799699519
2021-11-16,4147.69,4158.31,4094.15,4120.02,54676605223
2021-11-17,4120.23,4149.02,4101.96,4149.02,39268097137
2021-11-18,4120.81,4150.57,4082.17,4093.85,90555385048
2021-11-19,4121.74,4127,4000.62,4016.47,130558838508
2021-11-22,4008.13,4017.02,3872.77,3872.77,126286285539
2021-11-23,3832.33,3974.76,3776.61,3960.33,109399663368
2021-11-24,4001.89,4019.71,3913.39,3950.56,51381671378
2021-11-25,3964.25,3990.95,3932.55,3947.82,36226868935
2021-11-26,3852.99,3876.13,3810.75,3810.98,92056553503
2021-11-29,3872.19,3928.16,3846.12,3879.54,89536864380
2021-11-30,3828.25,3902.72,3827.55,3890.59,93668022672
2021-12-01,3907.17,3962.22,3900.16,3959.29,77715821387
2021-12-02,3940.09,3972.85,3914.43,3947.54,65924433966
2021-12-03,3967.88,3977.16,3905.38,3913.06,43042965770
2021-12-06,3935.57,3937.54,3800.76,3810.1,46348338822
2021-12-07,3859.77,3880.84,3810.03,3873.2,69887355980
2021-12-08,3909.43,3915.65,3773.61,3773.61,66590897799
2021-12-09,3799.93,3847.76,3780.3,3813.29,54134278758
2021-12-10,3806.01,3813.96,3760.23,3760.23,75330560288
2021-12-13,3793.47,3793.88,3613.88,3618.31,144174488474
2021-12-14,3533.81,3637.37,3532.29,3619.39,158451025184
2021-12-15,3653.14,3665.66,3611.45,3621.82,63971642851
2021-12-16,3705.57,3754.38,3702.6,3750.36,92251610476
2021-12-17,3725.04,3739.59,3697.54,3723.27,69586973386
2021-12-20,3657.65,3674.71,3630.51,3669.05,69601197839
2021-12-21,3705.33,3713.68,3671.01,3693.02,61455450168
2021-12-22,3715.2,3759.67,3700.45,3746.75,62142424299
2021-12-23,3745.54,3751.37,3691.21,3704.6,40096933629
2021-12-24,3700.35,3703.72,3654.99,3702.72,36704267521
2021-12-27,3711.77,3741.79,3709.19,3740.63,49337034644
2021-12-28,3766.52,3790.44,3751.74,3777.56,51350838427
2021-12-29,3756.54,3770.09,3728.38,3741.07,30736979152
2021-12-30,3753.9,3789.55,3742.59,3787.26,32897135203
2022-01-03,3825.34,3865.78,3823.5,3852.5,30359848637
2022-01-04,3880.23,3892.16,3846.81,3873.49,32336495567
2022-01-05,3857.9,3875.25,3805.06,3815.05,49916804073
2022-01-06,3758.68,3782.79,3721.01,3753.29,41846645417
2022-01-07,3772.04,3772.04,3772.04,3772.04,35187408048
2022-01-10,3798.4,3806.84,3728.31,3738.68,49383142860
