"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"02/07/2020,""44,486.92"",""44,151.51"",""44,486.92"",""43,893.05"","""",""0.81%"""
"02/06/2020,""44,127.99"",""44,098.43"",""44,540.86"",""44,067.07"","""",""0.25%"""
"02/05/2020,""44,020.03"",""43,865.15"",""44,288.06"",""43,804.34"","""",""0.35%"""
"02/04/2020,""43,864.82"",""43,391.13"",""44,000.95"",""43,391.13"","""",""1.09%"""
"02/03/2020,""43,390.81"",""43,048.56"",""43,497.84"",""43,048.56"","""",""0.74%"""
"01/31/2020,""43,072.08"",""43,509.83"",""43,822.05"",""43,072.08"","""",""-0.99%"""
"01/30/2020,""43,501.99"",""43,430.77"",""43,556.52"",""43,091.61"","""",""0.16%"""
"01/29/2020,""43,431.30"",""43,667.66"",""43,821.06"",""43,431.17"","""",""-0.56%"""
"01/28/2020,""43,675.50"",""43,944.85"",""44,040.43"",""43,503.91"","""",""-0.58%"""
"01/27/2020,""43,929.17"",""44,523.00"",""44,534.31"",""43,858.89"","""",""-1.32%"""
"01/24/2020,""44,515.97"",""44,823.03"",""44,989.65"",""44,473.08"","""",""-0.69%"""
"01/23/2020,""44,823.28"",""44,535.21"",""44,838.76"",""44,357.79"","""",""0.51%"""
"01/22/2020,""44,597.05"",""44,129.07"",""44,629.95"",""44,129.07"","""",""1.05%"""
"01/21/2020,""44,132.00"",""44,471.26"",""44,609.93"",""44,038.70"","""",""-0.76%"""
"01/20/2020,""44,470.93"",""44,428.46"",""44,772.91"",""44,325.48"","""",""0.11%"""
"01/17/2020,""44,422.81"",""44,351.09"",""44,731.89"",""44,135.99"","""",""0.16%"""
"01/16/2020,""44,350.39"",""44,559.38"",""44,756.08"",""44,264.44"","""",""-0.48%"""
"01/15/2020,""44,565.03"",""44,960.45"",""45,165.50"",""44,499.61"","""",""-0.88%"""
"01/14/2020,""44,960.31"",""45,459.88"",""45,538.22"",""44,960.31"","""",""-1.07%"""
"01/13/2020,""45,447.52"",""45,364.14"",""45,667.06"",""45,170.90"","""",""0.18%"""
"01/10/2020,""45,364.14"",""45,493.15"",""45,723.15"",""45,307.72"","""",""-0.28%"""
"01/09/2020,""45,493.15"",""44,932.18"",""45,601.42"",""44,932.18"","""",""1.25%"""
"01/08/2020,""44,932.18"",""44,514.74"",""44,932.18"",""44,201.12"","""",""0.99%"""
"01/07/2020,""44,490.80"",""44,674.44"",""45,268.74"",""44,412.05"","""",""-0.38%"""
"01/06/2020,""44,658.76"",""46,062.83"",""46,062.83"",""44,658.76"","""",""-3.21%"""
"01/03/2020,""46,141.22"",""46,217.85"",""46,217.85"",""45,904.82"","""",""-0.19%"""
"01/02/2020,""46,230.22"",""46,084.43"",""46,476.20"",""45,879.12"","""",""0.32%"""
"12/30/2019,""46,082.82"",""45,984.46"",""46,113.97"",""45,794.27"","""",""0.21%"""
"12/23/2019,""45,984.46"",""45,608.85"",""45,984.46"",""45,399.29"","""",""0.83%"""
"12/20/2019,""45,606.35"",""45,930.55"",""46,050.53"",""45,580.03"","""",""-0.74%"""
"12/19/2019,""45,944.68"",""45,657.12"",""45,944.68"",""45,406.14"","""",""0.63%"""
"12/18/2019,""45,656.80"",""45,026.88"",""45,656.80"",""44,880.00"","""",""1.38%"""
"12/17/2019,""45,035.35"",""45,542.09"",""45,674.47"",""44,833.23"","""",""-1.25%"""
"12/16/2019,""45,603.92"",""45,763.97"",""45,991.28"",""45,437.21"","""",""-0.34%"""
"12/13/2019,""45,760.15"",""45,432.15"",""46,031.26"",""45,395.79"","""",""0.83%"""
"12/12/2019,""45,382.68"",""44,601.72"",""45,382.68"",""44,601.72"","""",""1.75%"""
"12/11/2019,""44,603.48"",""44,248.64"",""44,663.35"",""44,159.95"","""",""0.80%"""
"12/10/2019,""44,248.52"",""44,640.38"",""44,843.16"",""44,248.52"","""",""-0.88%"""
"12/09/2019,""44,640.38"",""44,199.66"",""44,685.44"",""44,117.62"","""",""0.98%"""
"12/06/2019,""44,207.50"",""44,229.10"",""44,289.53"",""44,013.10"","""",""0.06%"""
"12/05/2019,""44,182.07"",""43,991.45"",""44,365.27"",""43,860.67"","""",""0.24%"""
"12/04/2019,""44,078.02"",""43,048.25"",""44,083.07"",""42,927.60"","""",""2.39%"""
"12/03/2019,""43,048.25"",""43,345.57"",""43,513.65"",""42,961.10"","""",""-0.74%"""
"12/02/2019,""43,370.30"",""43,693.55"",""43,912.75"",""43,370.30"","""",""-0.77%"""
"11/29/2019,""43,704.85"",""43,818.01"",""43,885.71"",""43,593.72"","""",""-0.22%"""
"11/28/2019,""43,799.85"",""43,599.29"",""43,901.59"",""43,546.92"","""",""0.46%"""
"11/27/2019,""43,599.69"",""43,770.66"",""43,987.97"",""43,564.47"","""",""-0.42%"""
"11/26/2019,""43,781.96"",""44,264.98"",""44,305.95"",""43,661.25"","""",""-1.20%"""
"11/25/2019,""44,314.45"",""44,078.69"",""44,407.51"",""43,903.06"","""",""0.59%"""
"11/22/2019,""44,053.95"",""43,654.84"",""44,086.42"",""43,617.01"","""",""0.92%"""
"11/21/2019,""43,654.37"",""43,938.90"",""43,938.90"",""43,511.28"","""",""-0.65%"""
"11/20/2019,""43,938.90"",""43,680.62"",""43,952.40"",""43,435.26"","""",""0.73%"""
"11/19/2019,""43,618.78"",""43,867.73"",""44,105.41"",""43,571.06"","""",""-0.57%"""
"11/18/2019,""43,867.73"",""43,390.28"",""43,916.55"",""43,314.54"","""",""1.11%"""
"11/15/2019,""43,384.63"",""43,218.28"",""43,421.19"",""43,184.84"","""",""0.38%"""
"11/14/2019,""43,218.28"",""43,217.30"",""43,323.76"",""42,960.27"","""",""0.00%"""
"11/13/2019,""43,216.34"",""43,492.95"",""43,492.95"",""43,165.38"","""",""-0.63%"""
"11/12/2019,""43,492.33"",""43,038.67"",""43,504.12"",""42,969.94"","""",""1.05%"""
"11/11/2019,""43,038.67"",""43,441.42"",""43,441.42"",""42,945.71"","""",""-0.93%"""
"11/08/2019,""43,441.42"",""43,591.75"",""43,749.98"",""42,956.78"","""",""-0.36%"""
"11/07/2019,""43,598.19"",""43,362.16"",""43,599.26"",""43,274.34"","""",""0.71%"""
"11/06/2019,""43,291.61"",""43,189.76"",""43,334.50"",""42,999.89"","""",""0.13%"""
"11/05/2019,""43,236.80"",""42,848.90"",""43,248.21"",""42,546.70"","""",""0.98%"""
"11/04/2019,""42,817.55"",""42,307.98"",""42,817.55"",""42,301.19"","""",""1.56%"""
"10/31/2019,""42,159.58"",""42,833.80"",""42,930.06"",""42,043.06"","""",""-1.49%"""
"10/30/2019,""42,796.70"",""42,453.16"",""42,810.35"",""42,342.08"","""",""0.81%"""
"10/29/2019,""42,453.16"",""41,985.57"",""42,481.83"",""41,923.42"","""",""1.23%"""
"10/28/2019,""41,938.54"",""42,157.05"",""42,209.78"",""41,890.14"","""",""-0.52%"""
"10/25/2019,""42,159.36"",""42,475.53"",""42,546.08"",""42,000.82"","""",""-0.74%"""
"10/24/2019,""42,475.53"",""41,848.81"",""42,600.72"",""41,795.99"","""",""1.50%"""
"10/22/2019,""41,845.95"",""41,234.58"",""41,854.89"",""41,175.60"","""",""1.48%"""
"10/21/2019,""41,234.58"",""40,857.69"",""41,237.90"",""40,730.09"","""",""1.00%"""
"10/18/2019,""40,826.33"",""40,717.37"",""40,826.33"",""40,484.33"","""",""0.27%"""
"10/17/2019,""40,717.17"",""40,404.66"",""40,746.24"",""40,354.15"","""",""0.77%"""
"10/16/2019,""40,404.66"",""40,572.90"",""40,734.43"",""40,265.67"","""",""-0.43%"""
"10/15/2019,""40,578.18"",""40,733.70"",""40,787.87"",""40,414.72"","""",""-0.38%"""
"10/14/2019,""40,733.70"",""40,332.88"",""40,736.63"",""40,038.65"","""",""0.99%"""
"10/11/2019,""40,332.56"",""39,466.35"",""40,361.92"",""39,464.85"","""",""2.19%"""
"10/10/2019,""39,466.35"",""39,519.88"",""39,612.42"",""39,329.42"","""",""-0.20%"""
"10/09/2019,""39,544.62"",""39,485.87"",""39,715.13"",""39,383.79"","""",""0.13%"""
"10/08/2019,""39,491.52"",""39,803.64"",""39,845.28"",""39,401.45"","""",""-0.78%"""
"10/07/2019,""39,803.96"",""39,820.06"",""39,937.57"",""39,673.10"","""",""-0.06%"""
"10/04/2019,""39,826.51"",""39,547.59"",""39,934.21"",""39,547.59"","""",""0.71%"""
"10/03/2019,""39,547.59"",""39,425.25"",""39,829.89"",""39,425.25"","""",""0.33%"""
"10/02/2019,""39,416.77"",""40,106.00"",""40,145.72"",""39,416.77"","""",""-1.73%"""
"10/01/2019,""40,112.38"",""40,613.55"",""40,664.82"",""40,112.38"","""",""-1.20%"""
"09/30/2019,""40,601.18"",""41,016.17"",""41,016.17"",""40,462.45"","""",""-0.71%"""
"09/27/2019,""40,890.74"",""40,537.11"",""40,903.36"",""40,512.73"","""",""0.88%"""
"09/26/2019,""40,534.28"",""40,522.01"",""40,761.65"",""40,306.06"","""",""-0.05%"""
"09/25/2019,""40,553.92"",""40,845.22"",""40,849.59"",""40,289.19"","""",""-0.72%"""
"09/24/2019,""40,848.04"",""40,862.05"",""41,015.47"",""40,624.42"","""",""0.12%"""
"09/23/2019,""40,800.21"",""41,124.76"",""41,127.69"",""40,654.49"","""",""-0.77%"""
"09/20/2019,""41,116.92"",""40,916.45"",""41,147.81"",""40,836.34"","""",""0.48%"""
"09/19/2019,""40,922.30"",""40,924.38"",""40,941.42"",""40,674.57"","""",""-0.02%"""
"09/18/2019,""40,930.24"",""40,508.53"",""40,932.54"",""40,502.05"","""",""0.82%"""
"09/17/2019,""40,596.71"",""40,819.56"",""40,862.83"",""40,478.97"","""",""-0.55%"""
"09/16/2019,""40,819.56"",""40,287.01"",""40,856.19"",""40,095.75"","""",""1.33%"""
"09/13/2019,""40,285.21"",""40,069.82"",""40,382.90"",""39,876.59"","""",""0.54%"""
"09/12/2019,""40,066.95"",""40,164.82"",""40,322.54"",""39,960.67"","""",""-0.34%"""
"09/11/2019,""40,202.61"",""39,956.96"",""40,287.91"",""39,923.14"","""",""0.61%"""
"09/10/2019,""39,956.96"",""40,484.75"",""40,514.91"",""39,798.68"","""",""-1.30%"""
"09/09/2019,""40,484.75"",""40,284.19"",""40,516.17"",""40,099.17"","""",""0.43%"""
"09/06/2019,""40,312.46"",""40,186.75"",""40,313.75"",""39,943.36"","""",""0.33%"""
"09/05/2019,""40,180.90"",""39,751.77"",""40,194.81"",""39,704.82"","""",""1.08%"""
"09/04/2019,""39,753.49"",""39,404.69"",""39,899.79"",""39,312.48"","""",""0.88%"""
"09/03/2019,""39,405.19"",""39,653.86"",""39,653.86"",""39,047.12"","""",""-0.76%"""
"09/02/2019,""39,707.43"",""39,794.12"",""39,874.55"",""39,622.59"","""",""-0.22%"""
"08/30/2019,""39,794.12"",""39,314.86"",""39,854.17"",""39,288.34"","""",""1.35%"""
"08/29/2019,""39,264.48"",""38,704.35"",""39,406.12"",""38,701.76"","""",""1.44%"""
"08/28/2019,""38,706.56"",""39,095.35"",""39,173.78"",""38,672.09"","""",""-1.03%"""
"08/27/2019,""39,107.94"",""39,662.04"",""39,739.51"",""39,072.18"","""",""-1.40%"""
"08/26/2019,""39,661.47"",""39,527.24"",""39,735.36"",""39,082.05"","""",""0.36%"""
"08/23/2019,""39,519.58"",""39,470.29"",""39,668.43"",""39,238.97"","""",""0.32%"""
"08/22/2019,""39,394.71"",""39,645.28"",""39,882.60"",""39,271.43"","""",""-0.64%"""
"08/21/2019,""39,648.21"",""40,068.88"",""40,133.70"",""39,473.74"","""",""-0.89%"""
"08/16/2019,""40,005.90"",""40,015.51"",""40,275.47"",""39,984.10"","""",""-0.03%"""
"08/15/2019,""40,018.67"",""40,156.07"",""40,288.83"",""39,863.61"","""",""-0.30%"""
"08/14/2019,""40,137.22"",""40,760.62"",""40,770.05"",""40,088.07"","""",""-1.44%"""
"08/13/2019,""40,722.36"",""40,891.99"",""40,995.30"",""40,516.32"","""",""-0.41%"""
"08/12/2019,""40,891.99"",""40,612.72"",""41,011.57"",""40,612.72"","""",""0.68%"""
"08/09/2019,""40,615.42"",""40,380.20"",""40,969.39"",""40,380.20"","""",""0.56%"""
"08/08/2019,""40,389.38"",""40,302.37"",""40,586.31"",""40,302.37"","""",""0.26%"""
"08/07/2019,""40,283.52"",""40,090.96"",""40,513.38"",""40,059.90"","""",""0.61%"""
"08/06/2019,""40,037.39"",""39,881.66"",""40,439.57"",""39,833.73"","""",""0.35%"""
"08/05/2019,""39,896.31"",""40,310.34"",""40,321.51"",""39,832.57"","""",""-1.03%"""
"08/02/2019,""40,309.61"",""40,398.69"",""40,679.66"",""40,215.92"","""",""-0.41%"""
"08/01/2019,""40,474.27"",""40,764.67"",""40,768.48"",""40,429.17"","""",""-0.72%"""
"07/31/2019,""40,767.60"",""40,846.49"",""40,915.83"",""40,632.41"","""",""-0.19%"""
"07/30/2019,""40,843.78"",""40,994.73"",""41,096.41"",""40,843.78"","""",""-0.40%"""
"07/29/2019,""41,006.44"",""40,965.23"",""41,021.65"",""40,822.54"","""",""0.10%"""
"07/26/2019,""40,965.48"",""41,392.88"",""41,422.97"",""40,914.40"","""",""-0.94%"""
"07/25/2019,""41,353.62"",""41,366.35"",""41,442.74"",""41,104.66"","""",""0.12%"""
"07/24/2019,""41,303.37"",""41,428.44"",""41,609.06"",""41,204.78"","""",""-0.15%"""
"07/23/2019,""41,367.22"",""41,330.36"",""41,520.44"",""41,218.50"","""",""0.07%"""
"07/22/2019,""41,338.01"",""41,703.65"",""41,706.88"",""41,269.04"","""",""-0.89%"""
"07/19/2019,""41,707.26"",""41,313.87"",""41,792.12"",""41,288.16"","""",""1.03%"""
"07/18/2019,""41,282.46"",""40,989.33"",""41,376.53"",""40,898.54"","""",""0.71%"""
"07/17/2019,""40,990.89"",""40,878.78"",""41,133.92"",""40,803.21"","""",""0.27%"""
"07/16/2019,""40,878.78"",""40,731.13"",""40,991.74"",""40,712.92"","""",""0.38%"""
"07/15/2019,""40,725.40"",""40,750.08"",""40,960.85"",""40,625.55"","""",""0.06%"""
"07/12/2019,""40,699.69"",""40,739.42"",""40,962.63"",""40,660.40"","""",""-0.10%"""
"07/11/2019,""40,739.42"",""40,577.79"",""41,056.74"",""40,561.41"","""",""0.40%"""
"07/10/2019,""40,577.79"",""40,303.53"",""40,671.95"",""40,167.66"","""",""0.62%"""
"07/09/2019,""40,327.45"",""40,777.08"",""40,782.32"",""40,323.51"","""",""-1.10%"""
"07/08/2019,""40,777.08"",""41,016.34"",""41,064.99"",""40,777.08"","""",""-0.58%"""
"07/05/2019,""41,016.65"",""40,974.75"",""41,194.42"",""40,882.31"","""",""0.11%"""
"07/04/2019,""40,972.92"",""40,895.67"",""41,181.81"",""40,850.98"","""",""-0.03%"""
"07/03/2019,""40,985.18"",""40,770.09"",""41,014.90"",""40,668.79"","""",""0.53%"""
"07/02/2019,""40,767.12"",""40,627.00"",""40,789.17"",""40,393.79"","""",""0.37%"""
"07/01/2019,""40,618.08"",""40,279.64"",""40,740.61"",""40,279.64"","""",""0.84%"""
"06/28/2019,""40,279.31"",""40,439.50"",""40,525.33"",""40,149.26"","""",""-0.40%"""
"06/27/2019,""40,440.51"",""40,064.92"",""40,440.51"",""40,049.89"","""",""0.94%"""
"06/26/2019,""40,064.92"",""40,054.18"",""40,355.36"",""39,928.00"","""",""0.01%"""
"06/25/2019,""40,061.95"",""40,475.85"",""40,524.54"",""40,046.30"","""",""-1.02%"""
"06/24/2019,""40,475.09"",""40,408.06"",""40,633.56"",""40,166.20"","""",""0.22%"""
"06/21/2019,""40,387.21"",""40,774.52"",""40,774.52"",""40,387.21"","""",""-0.95%"""
"06/20/2019,""40,774.52"",""40,989.09"",""41,069.10"",""40,518.96"","""",""-0.50%"""
"06/19/2019,""40,980.24"",""40,922.74"",""41,182.18"",""40,750.36"","""",""0.14%"""
"06/18/2019,""40,922.41"",""40,795.52"",""40,989.46"",""40,284.28"","""",""0.39%"""
"06/17/2019,""40,764.49"",""40,486.71"",""40,902.45"",""40,486.71"","""",""0.43%"""
"06/14/2019,""40,588.18"",""40,469.80"",""40,670.42"",""40,249.81"","""",""0.29%"""
"06/13/2019,""40,469.80"",""40,591.82"",""40,910.15"",""40,352.90"","""",""-0.30%"""
"06/12/2019,""40,592.32"",""41,236.22"",""41,267.24"",""40,389.65"","""",""-1.56%"""
"06/11/2019,""41,234.66"",""41,162.63"",""41,712.37"",""41,096.05"","""",""0.18%"""
"06/07/2019,""41,159.57"",""41,031.06"",""41,206.53"",""41,031.06"","""",""0.39%"""
"06/06/2019,""41,000.04"",""41,074.44"",""41,263.12"",""40,933.44"","""",""-0.18%"""
"06/05/2019,""41,073.62"",""41,158.55"",""41,266.22"",""40,889.52"","""",""-0.20%"""
"06/04/2019,""41,157.02"",""41,119.50"",""41,241.42"",""40,958.30"","""",""0.10%"""
"06/03/2019,""41,114.31"",""40,904.12"",""41,327.46"",""40,596.90"","""",""0.51%"""
"05/31/2019,""40,904.12"",""41,077.25"",""41,077.25"",""40,515.49"","""",""-0.42%"""
"05/30/2019,""41,075.87"",""40,918.25"",""41,199.35"",""40,841.14"","""",""0.39%"""
"05/29/2019,""40,916.42"",""40,466.85"",""41,007.36"",""40,296.14"","""",""1.11%"""
"05/28/2019,""40,466.85"",""40,252.13"",""40,631.24"",""40,075.48"","""",""0.64%"""
"05/27/2019,""40,207.91"",""40,022.62"",""40,399.98"",""39,929.76"","""",""0.46%"""
"05/24/2019,""40,022.62"",""40,113.89"",""40,448.92"",""40,021.08"","""",""0.03%"""
"05/23/2019,""40,010.72"",""40,192.18"",""40,424.53"",""39,984.59"","""",""-0.43%"""
"05/22/2019,""40,184.85"",""39,575.98"",""40,252.76"",""39,439.43"","""",""1.54%"""
"05/21/2019,""39,575.98"",""39,632.02"",""39,872.97"",""39,489.27"","""",""-0.14%"""
"05/20/2019,""39,630.71"",""39,840.46"",""40,200.84"",""39,515.60"","""",""-0.62%"""
"05/17/2019,""39,877.82"",""40,287.96"",""40,289.16"",""39,743.41"","""",""-1.02%"""
"05/16/2019,""40,288.28"",""40,316.26"",""40,655.37"",""40,285.56"","""",""-0.01%"""
"05/15/2019,""40,291.35"",""40,084.64"",""40,487.10"",""40,056.02"","""",""0.52%"""
"05/14/2019,""40,084.64"",""40,584.38"",""40,742.75"",""39,965.61"","""",""-1.12%"""
"05/13/2019,""40,537.85"",""41,067.20"",""41,178.88"",""40,536.16"","""",""-1.29%"""
"05/10/2019,""41,068.21"",""41,207.46"",""41,584.33"",""41,023.76"","""",""-0.34%"""
"05/09/2019,""41,207.46"",""41,346.88"",""41,368.99"",""41,033.10"","""",""-0.35%"""
"05/08/2019,""41,350.33"",""41,022.30"",""41,456.90"",""41,022.30"","""",""0.65%"""
"05/07/2019,""41,084.57"",""41,555.70"",""41,559.20"",""40,994.18"","""",""-1.11%"""
"05/06/2019,""41,547.35"",""41,761.44"",""41,848.69"",""41,265.38"","""",""-0.55%"""
"05/03/2019,""41,775.36"",""42,365.44"",""42,371.79"",""41,759.86"","""",""-1.40%"""
"05/02/2019,""42,366.82"",""42,527.87"",""42,612.24"",""42,333.09"","""",""-0.36%"""
"04/30/2019,""42,520.11"",""42,477.21"",""42,768.10"",""42,419.30"","""",""0.12%"""
"04/29/2019,""42,469.84"",""43,082.72"",""43,101.28"",""42,444.81"","""",""-1.38%"""
