"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"04/22/2022,""43,176.64"",""43,141.02"",""43,620.44"",""42,543.51"","""",""-0.21%"""
"04/21/2022,""43,265.66"",""43,208.71"",""43,911.39"",""43,208.71"","""",""0.13%"""
"04/20/2022,""43,208.44"",""43,027.08"",""43,552.57"",""42,955.69"","""",""0.42%"""
"04/19/2022,""43,026.80"",""42,999.39"",""43,222.88"",""42,839.52"","""",""0.06%"""
"04/14/2022,""42,999.39"",""42,762.41"",""43,156.49"",""42,686.08"","""",""0.82%"""
"04/13/2022,""42,651.63"",""41,764.31"",""42,716.11"",""41,764.31"","""",""2.12%"""
"04/12/2022,""41,766.96"",""41,947.03"",""42,068.32"",""41,389.73"","""",""-0.49%"""
"04/11/2022,""41,972.84"",""42,191.67"",""42,602.93"",""41,842.96"","""",""-0.52%"""
"04/08/2022,""42,191.13"",""41,810.00"",""42,702.88"",""41,786.77"","""",""0.92%"""
"04/07/2022,""41,807.97"",""41,617.84"",""42,570.61"",""41,494.89"","""",""0.46%"""
"04/06/2022,""41,616.26"",""43,785.41"",""43,785.41"",""41,556.04"","""",""-4.96%"""
"04/05/2022,""43,787.00"",""45,399.16"",""45,414.77"",""43,438.55"","""",""-3.55%"""
"04/04/2022,""45,397.52"",""45,034.79"",""46,153.66"",""44,982.43"","""",""0.81%"""
"04/01/2022,""45,034.79"",""44,878.61"",""45,303.72"",""44,610.20"","""",""0.69%"""
"03/31/2022,""44,726.28"",""45,894.13"",""46,395.67"",""44,726.28"","""",""-2.54%"""
"03/30/2022,""45,890.18"",""46,707.52"",""47,262.40"",""45,787.48"","""",""-1.75%"""
"03/29/2022,""46,707.52"",""44,684.02"",""46,811.45"",""44,684.02"","""",""5.41%"""
"03/28/2022,""44,310.12"",""44,037.78"",""44,846.08"",""44,037.78"","""",""0.74%"""
"03/25/2022,""43,983.38"",""43,818.18"",""44,177.49"",""43,423.31"","""",""0.38%"""
"03/24/2022,""43,817.63"",""44,612.73"",""44,747.30"",""43,816.70"","""",""-1.78%"""
"03/23/2022,""44,612.73"",""44,341.36"",""45,130.16"",""44,341.36"","""",""0.62%"""
"03/22/2022,""44,338.45"",""44,170.67"",""44,547.32"",""44,085.52"","""",""0.18%"""
"03/21/2022,""44,256.70"",""43,935.56"",""44,387.71"",""43,693.27"","""",""0.73%"""
"03/18/2022,""43,935.56"",""44,596.58"",""44,789.57"",""43,448.40"","""",""-1.48%"""
"03/17/2022,""44,596.58"",""44,127.17"",""45,202.85"",""44,087.27"","""",""1.07%"""
"03/16/2022,""44,126.44"",""42,905.55"",""44,288.61"",""42,860.31"","""",""2.85%"""
"03/11/2022,""42,905.55"",""42,051.40"",""43,227.00"",""42,047.57"","""",""2.09%"""
"03/10/2022,""42,028.33"",""43,061.34"",""43,898.20"",""41,635.07"","""",""-2.05%"""
"03/09/2022,""42,909.74"",""41,518.39"",""43,312.35"",""41,518.39"","""",""3.36%"""
"03/08/2022,""41,515.50"",""39,883.29"",""42,188.79"",""39,827.36"","""",""4.09%"""
"03/07/2022,""39,883.29"",""40,243.34"",""40,335.39"",""37,809.67"","""",""-0.90%"""
"03/04/2022,""40,246.70"",""41,650.30"",""41,820.20"",""39,960.24"","""",""-3.37%"""
"03/03/2022,""41,651.26"",""39,983.24"",""42,727.04"",""39,919.28"","""",""4.19%"""
"03/02/2022,""39,976.11"",""38,913.33"",""40,132.12"",""37,728.27"","""",""2.73%"""
"03/01/2022,""38,913.62"",""43,738.14"",""44,071.50"",""38,670.76"","""",""-11.02%"""
"02/28/2022,""43,731.25"",""45,770.30"",""45,770.30"",""41,922.28"","""",""-4.45%"""
"02/25/2022,""45,769.16"",""43,102.34"",""46,755.01"",""43,102.34"","""",""6.19%"""
"02/24/2022,""43,102.34"",""47,753.53"",""47,753.53"",""41,595.82"","""",""-9.76%"""
"02/23/2022,""47,762.14"",""48,177.46"",""48,710.01"",""47,528.52"","""",""-0.86%"""
"02/22/2022,""48,177.46"",""48,462.62"",""48,462.62"",""45,089.69"","""",""-0.61%"""
"02/21/2022,""48,470.72"",""50,238.67"",""50,782.15"",""47,893.47"","""",""-3.52%"""
"02/18/2022,""50,237.20"",""51,400.46"",""51,631.20"",""50,139.21"","""",""-2.08%"""
"02/17/2022,""51,305.38"",""51,757.98"",""52,104.88"",""51,145.24"","""",""-0.87%"""
"02/16/2022,""51,756.19"",""51,369.31"",""51,982.43"",""51,369.31"","""",""0.90%"""
"02/15/2022,""51,295.36"",""51,261.14"",""51,634.15"",""51,027.28"","""",""0.07%"""
"02/14/2022,""51,262.00"",""52,065.78"",""52,065.78"",""50,547.73"","""",""-1.69%"""
"02/11/2022,""52,141.58"",""52,568.11"",""52,572.80"",""51,709.74"","""",""-0.81%"""
"02/10/2022,""52,566.76"",""52,918.33"",""53,036.92"",""52,350.97"","""",""-0.69%"""
"02/09/2022,""52,930.30"",""52,861.21"",""53,195.69"",""52,674.96"","""",""0.13%"""
"02/08/2022,""52,861.48"",""52,082.23"",""52,979.03"",""52,035.87"","""",""1.55%"""
"02/07/2022,""52,054.67"",""51,807.18"",""52,212.83"",""51,458.77"","""",""0.48%"""
"02/04/2022,""51,806.40"",""52,440.30"",""52,509.16"",""51,595.58"","""",""-0.91%"""
"02/03/2022,""52,284.64"",""52,875.68"",""53,307.99"",""52,073.09"","""",""-1.18%"""
"02/02/2022,""52,910.14"",""52,963.58"",""53,615.91"",""52,681.94"","""",""-0.09%"""
"02/01/2022,""52,959.27"",""53,442.24"",""53,803.83"",""52,760.09"","""",""-0.90%"""
"01/31/2022,""53,442.24"",""52,907.69"",""53,449.77"",""52,896.16"","""",""1.14%"""
"01/28/2022,""52,838.78"",""52,782.74"",""53,039.72"",""52,127.10"","""",""-0.05%"""
"01/27/2022,""52,866.56"",""51,895.37"",""53,071.65"",""51,460.68"","""",""1.75%"""
"01/26/2022,""51,958.75"",""51,133.16"",""52,200.65"",""51,133.16"","""",""1.61%"""
"01/25/2022,""51,134.63"",""51,326.31"",""51,632.21"",""50,844.72"","""",""-0.37%"""
"01/24/2022,""51,325.34"",""52,169.80"",""52,169.80"",""50,796.59"","""",""-1.62%"""
"01/21/2022,""52,169.80"",""52,356.55"",""52,356.55"",""51,535.45"","""",""-0.34%"""
"01/20/2022,""52,349.65"",""53,145.85"",""53,327.72"",""52,134.35"","""",""-1.45%"""
"01/19/2022,""53,121.90"",""52,545.64"",""53,385.76"",""52,225.94"","""",""1.10%"""
"01/18/2022,""52,545.64"",""53,505.44"",""53,520.79"",""52,386.67"","""",""-1.80%"""
"01/17/2022,""53,509.01"",""52,677.23"",""53,509.01"",""52,676.04"","""",""1.58%"""
"01/14/2022,""52,675.90"",""53,718.86"",""53,733.77"",""52,647.63"","""",""-1.97%"""
"01/13/2022,""53,736.16"",""54,400.08"",""54,403.29"",""53,542.40"","""",""-1.23%"""
"01/12/2022,""54,405.84"",""53,595.45"",""54,438.93"",""53,386.32"","""",""1.50%"""
"01/11/2022,""53,599.36"",""52,443.57"",""53,611.60"",""52,443.57"","""",""2.26%"""
"01/10/2022,""52,416.01"",""51,954.60"",""52,624.34"",""51,954.60"","""",""0.88%"""
"01/07/2022,""51,956.74"",""51,668.96"",""52,121.40"",""51,565.06"","""",""0.56%"""
"01/06/2022,""51,668.96"",""52,035.32"",""52,035.32"",""51,368.01"","""",""-0.82%"""
"01/05/2022,""52,097.34"",""51,917.00"",""52,097.34"",""51,641.79"","""",""0.60%"""
"01/04/2022,""51,785.29"",""51,925.55"",""52,369.64"",""51,373.72"","""",""-0.27%"""
"01/03/2022,""51,924.62"",""50,723.59"",""51,924.62"",""50,723.59"","""",""2.37%"""
"12/30/2021,""50,720.71"",""50,347.92"",""50,831.56"",""50,330.84"","""",""0.75%"""
"12/29/2021,""50,342.57"",""49,718.15"",""50,350.53"",""49,632.06"","""",""1.26%"""
"12/28/2021,""49,718.15"",""49,653.79"",""49,965.70"",""49,604.28"","""",""0.13%"""
"12/27/2021,""49,654.12"",""49,757.67"",""50,125.12"",""49,600.83"","""",""-0.22%"""
"12/23/2021,""49,762.24"",""49,084.89"",""50,007.56"",""48,861.37"","""",""1.38%"""
"12/22/2021,""49,083.56"",""50,571.73"",""50,810.33"",""48,929.31"","""",""-2.94%"""
"12/21/2021,""50,571.05"",""50,450.01"",""50,910.38"",""50,450.01"","""",""0.20%"""
"12/20/2021,""50,471.14"",""50,887.30"",""50,887.30"",""49,987.16"","""",""-0.82%"""
"12/17/2021,""50,887.30"",""50,672.47"",""50,971.16"",""50,345.34"","""",""0.42%"""
"12/16/2021,""50,672.47"",""50,131.61"",""50,956.49"",""50,125.68"","""",""1.08%"""
"12/15/2021,""50,131.61"",""50,153.95"",""50,355.32"",""49,894.62"","""",""-0.04%"""
"12/14/2021,""50,153.00"",""50,581.29"",""50,851.38"",""49,999.22"","""",""-0.85%"""
"12/13/2021,""50,581.29"",""51,202.34"",""51,286.23"",""50,577.72"","""",""-0.97%"""
"12/10/2021,""51,076.61"",""51,173.24"",""51,462.21"",""50,920.86"","""",""-0.36%"""
"12/09/2021,""51,262.82"",""51,265.20"",""51,593.36"",""50,828.17"","""",""0.00%"""
"12/08/2021,""51,261.63"",""51,269.45"",""51,445.10"",""50,892.06"","""",""-0.01%"""
"12/07/2021,""51,268.65"",""50,723.42"",""51,467.61"",""50,723.42"","""",""1.07%"""
"12/06/2021,""50,723.42"",""50,916.44"",""51,368.87"",""50,625.98"","""",""-0.36%"""
"12/03/2021,""50,904.91"",""51,420.71"",""52,016.17"",""50,831.16"","""",""-1.00%"""
"12/02/2021,""51,420.71"",""51,861.14"",""51,925.75"",""50,925.33"","""",""-0.85%"""
"12/01/2021,""51,860.19"",""51,478.38"",""51,961.16"",""51,378.42"","""",""0.77%"""
"11/30/2021,""51,464.60"",""51,577.88"",""51,595.71"",""51,016.80"","""",""-0.22%"""
"11/29/2021,""51,579.66"",""50,964.81"",""51,832.64"",""50,961.17"","""",""1.21%"""
"11/26/2021,""50,961.25"",""52,363.36"",""52,363.36"",""50,857.34"","""",""-2.68%"""
"11/25/2021,""52,364.37"",""52,536.24"",""53,112.04"",""52,113.30"","""",""-0.33%"""
"11/24/2021,""52,535.97"",""51,424.26"",""52,713.14"",""51,424.26"","""",""2.16%"""
"11/23/2021,""51,424.26"",""50,483.99"",""51,465.65"",""49,777.85"","""",""1.86%"""
"11/22/2021,""50,483.99"",""51,474.47"",""51,643.93"",""50,293.16"","""",""-1.92%"""
"11/19/2021,""51,472.91"",""51,989.42"",""52,343.54"",""51,039.77"","""",""-1.00%"""
"11/18/2021,""51,992.30"",""51,615.22"",""52,293.67"",""51,361.77"","""",""0.86%"""
"11/17/2021,""51,549.36"",""51,824.12"",""52,379.70"",""51,466.39"","""",""-0.52%"""
"11/16/2021,""51,818.41"",""51,810.47"",""52,354.54"",""51,466.22"","""",""0.06%"""
"11/15/2021,""51,789.80"",""52,304.89"",""52,673.96"",""51,743.95"","""",""-0.99%"""
"11/12/2021,""52,306.67"",""53,041.65"",""53,114.54"",""52,117.76"","""",""-1.44%"""
"11/11/2021,""53,073.34"",""53,386.84"",""53,828.30"",""52,650.48"","""",""-0.59%"""
"11/10/2021,""53,389.23"",""54,119.94"",""54,335.33"",""53,247.33"","""",""-1.31%"""
"11/09/2021,""54,099.27"",""54,132.14"",""54,661.16"",""53,909.80"","""",""-0.06%"""
"11/08/2021,""54,132.14"",""55,099.88"",""55,276.93"",""54,132.14"","""",""-1.76%"""
"11/05/2021,""55,099.88"",""55,929.14"",""56,233.21"",""55,082.58"","""",""-1.48%"""
"11/04/2021,""55,925.58"",""54,914.54"",""55,953.14"",""54,901.54"","""",""1.84%"""
"11/03/2021,""54,914.54"",""54,643.97"",""54,934.79"",""54,465.95"","""",""0.67%"""
"11/02/2021,""54,548.90"",""54,225.28"",""54,720.99"",""54,225.28"","""",""0.65%"""
"10/29/2021,""54,197.71"",""53,765.72"",""54,685.50"",""53,726.18"","""",""0.80%"""
"10/28/2021,""53,766.44"",""54,783.54"",""54,956.72"",""53,645.53"","""",""-1.85%"""
"10/27/2021,""54,780.65"",""55,190.56"",""55,210.61"",""53,827.22"","""",""-0.75%"""
"10/26/2021,""55,191.91"",""54,866.14"",""55,243.23"",""54,770.00"","""",""0.59%"""
"10/25/2021,""54,867.62"",""55,260.67"",""55,408.27"",""54,867.62"","""",""-0.70%"""
"10/22/2021,""55,254.39"",""55,121.35"",""55,434.88"",""54,914.05"","""",""0.24%"""
"10/21/2021,""55,121.35"",""54,459.48"",""55,165.63"",""54,318.12"","""",""1.34%"""
"10/20/2021,""54,393.63"",""54,355.46"",""54,809.44"",""54,266.03"","""",""0.07%"""
"10/19/2021,""54,356.89"",""54,691.80"",""54,845.13"",""54,356.74"","""",""-0.51%"""
"10/18/2021,""54,637.92"",""54,658.70"",""54,864.70"",""54,370.84"","""",""-0.23%"""
"10/15/2021,""54,764.34"",""55,135.33"",""55,306.50"",""54,325.85"","""",""-0.67%"""
"10/14/2021,""55,136.00"",""54,735.20"",""55,297.60"",""54,735.20"","""",""0.73%"""
"10/13/2021,""54,733.73"",""54,653.22"",""55,200.73"",""54,417.01"","""",""0.16%"""
"10/12/2021,""54,648.43"",""54,348.74"",""54,787.59"",""54,116.93"","""",""0.40%"""
"10/11/2021,""54,432.56"",""53,961.62"",""54,432.56"",""53,735.44"","""",""0.88%"""
"10/08/2021,""53,955.85"",""53,845.92"",""54,051.50"",""53,591.98"","""",""0.21%"""
"10/07/2021,""53,844.59"",""53,305.16"",""54,015.66"",""53,302.95"","""",""1.01%"""
"10/06/2021,""53,305.16"",""53,383.56"",""53,383.56"",""52,411.33"","""",""-0.12%"""
"10/05/2021,""53,369.78"",""53,235.23"",""53,495.10"",""53,015.16"","""",""0.25%"""
"10/04/2021,""53,234.94"",""53,592.58"",""53,796.22"",""53,075.06"","""",""-0.66%"""
"10/01/2021,""53,589.80"",""52,854.65"",""53,590.54"",""52,528.27"","""",""1.39%"""
"09/30/2021,""52,854.65"",""52,009.94"",""53,011.56"",""52,009.94"","""",""1.63%"""
"09/29/2021,""52,004.60"",""51,393.38"",""52,077.98"",""51,374.01"","""",""1.09%"""
"09/28/2021,""51,446.20"",""51,366.66"",""51,734.81"",""51,350.60"","""",""0.16%"""
"09/27/2021,""51,365.99"",""51,453.14"",""51,871.14"",""51,191.03"","""",""-0.17%"""
"09/24/2021,""51,453.71"",""51,947.43"",""52,030.08"",""51,403.50"","""",""-0.95%"""
"09/23/2021,""51,946.86"",""51,302.44"",""51,976.35"",""51,302.44"","""",""1.26%"""
"09/22/2021,""51,298.14"",""50,816.90"",""51,473.51"",""50,816.90"","""",""0.95%"""
"09/21/2021,""50,815.56"",""50,975.26"",""51,614.27"",""50,803.59"","""",""-0.33%"""
"09/20/2021,""50,982.15"",""52,376.23"",""52,376.23"",""50,701.50"","""",""-2.66%"""
"09/17/2021,""52,376.91"",""52,331.61"",""52,450.55"",""52,070.38"","""",""0.09%"""
"09/16/2021,""52,331.31"",""52,317.91"",""52,609.28"",""52,188.72"","""",""0.03%"""
"09/15/2021,""52,317.91"",""52,397.40"",""52,575.06"",""52,144.81"","""",""-0.14%"""
"09/14/2021,""52,392.39"",""52,924.25"",""52,924.25"",""52,104.95"","""",""-1.00%"""
"09/13/2021,""52,922.72"",""52,766.71"",""52,996.19"",""52,546.83"","""",""0.32%"""
"09/10/2021,""52,755.68"",""53,012.33"",""53,121.09"",""52,625.65"","""",""-0.49%"""
"09/09/2021,""53,015.67"",""52,514.94"",""53,031.85"",""52,153.50"","""",""0.95%"""
"09/08/2021,""52,514.94"",""52,623.96"",""52,638.81"",""52,090.54"","""",""-0.21%"""
"09/07/2021,""52,623.96"",""52,743.09"",""53,038.24"",""52,530.97"","""",""-0.23%"""
"09/06/2021,""52,743.09"",""52,258.62"",""52,745.09"",""52,239.92"","""",""0.93%"""
"09/03/2021,""52,255.11"",""51,789.25"",""52,261.63"",""51,609.96"","""",""0.82%"""
"09/02/2021,""51,830.24"",""51,946.80"",""52,027.24"",""51,602.04"","""",""-0.22%"""
"09/01/2021,""51,946.96"",""51,974.99"",""52,190.92"",""51,767.20"","""",""-0.04%"""
"08/31/2021,""51,969.67"",""51,603.30"",""51,969.67"",""51,358.79"","""",""0.71%"""
"08/30/2021,""51,602.58"",""51,070.16"",""51,656.38"",""51,023.27"","""",""1.05%"""
"08/27/2021,""51,068.80"",""50,641.51"",""51,068.80"",""50,629.26"","""",""0.85%"""
"08/26/2021,""50,640.51"",""51,101.32"",""51,132.50"",""50,582.67"","""",""-0.89%"""
"08/25/2021,""51,093.80"",""51,634.85"",""51,634.85"",""51,015.21"","""",""-1.05%"""
"08/24/2021,""51,633.85"",""52,022.69"",""52,187.80"",""51,534.20"","""",""-0.75%"""
"08/23/2021,""52,023.19"",""51,717.37"",""52,172.50"",""51,717.37"","""",""0.63%"""
"08/19/2021,""51,696.55"",""52,104.19"",""52,104.19"",""51,107.14"","""",""-1.13%"""
"08/18/2021,""52,288.87"",""51,628.97"",""52,288.87"",""51,468.15"","""",""1.28%"""
"08/17/2021,""51,626.62"",""50,184.15"",""51,641.17"",""49,971.05"","""",""2.88%"""
"08/16/2021,""50,183.56"",""50,298.21"",""50,351.31"",""49,975.93"","""",""-0.39%"""
"08/13/2021,""50,378.65"",""50,289.64"",""50,378.65"",""50,077.42"","""",""0.18%"""
"08/12/2021,""50,289.64"",""50,316.50"",""50,358.58"",""50,026.90"","""",""-0.05%"""
"08/11/2021,""50,317.10"",""49,849.71"",""50,317.10"",""49,808.09"","""",""0.94%"""
"08/10/2021,""49,849.71"",""49,721.85"",""49,896.24"",""49,610.18"","""",""0.26%"""
"08/09/2021,""49,721.84"",""50,050.88"",""50,059.86"",""49,692.43"","""",""-0.66%"""
"08/06/2021,""50,050.88"",""49,830.28"",""50,161.30"",""49,779.96"","""",""0.44%"""
"08/05/2021,""49,830.28"",""49,749.58"",""50,043.88"",""49,675.26"","""",""0.17%"""
"08/04/2021,""49,745.57"",""49,316.21"",""49,880.04"",""49,269.41"","""",""0.87%"""
"08/03/2021,""49,315.61"",""49,041.18"",""49,623.51"",""49,038.21"","""",""0.56%"""
"08/02/2021,""49,041.18"",""48,666.35"",""49,051.04"",""48,511.98"","""",""0.89%"""
"07/30/2021,""48,610.95"",""48,284.06"",""48,652.34"",""48,019.77"","""",""0.67%"""
"07/29/2021,""48,286.06"",""47,529.02"",""48,324.34"",""47,529.02"","""",""1.60%"""
"07/28/2021,""47,527.53"",""46,978.15"",""47,534.95"",""46,978.15"","""",""1.12%"""
"07/27/2021,""47,002.77"",""47,013.09"",""47,091.49"",""46,726.22"","""",""0.11%"""
"07/26/2021,""46,952.76"",""47,489.51"",""47,489.51"",""46,952.76"","""",""-1.13%"""
"07/23/2021,""47,491.69"",""47,755.10"",""47,755.10"",""47,335.39"","""",""-0.56%"""
"07/22/2021,""47,756.88"",""47,931.81"",""47,986.70"",""47,555.00"","""",""-0.26%"""
"07/21/2021,""47,882.56"",""47,652.25"",""47,902.21"",""47,583.52"","""",""0.55%"""
"07/20/2021,""47,622.68"",""47,295.30"",""47,658.03"",""46,984.24"","""",""0.75%"""
"07/19/2021,""47,268.49"",""48,003.82"",""48,003.82"",""47,198.74"","""",""-1.53%"""
"07/16/2021,""48,003.25"",""47,678.29"",""48,033.03"",""47,638.86"","""",""0.68%"""
"07/15/2021,""47,677.82"",""47,184.60"",""47,844.03"",""47,099.50"","""",""1.05%"""
"07/14/2021,""47,184.60"",""47,578.93"",""47,719.57"",""47,184.60"","""",""-0.86%"""
"07/13/2021,""47,592.34"",""47,801.31"",""48,033.47"",""47,592.34"","""",""-0.44%"""
"07/12/2021,""47,804.26"",""48,157.57"",""48,161.05"",""47,780.25"","""",""-0.73%"""
"07/09/2021,""48,157.57"",""47,452.73"",""48,176.93"",""47,452.73"","""",""1.49%"""
"07/08/2021,""47,452.73"",""47,562.48"",""47,684.73"",""47,197.82"","""",""-0.26%"""
"07/07/2021,""47,574.37"",""47,592.47"",""47,942.37"",""47,426.95"","""",""-0.04%"""
"07/06/2021,""47,592.47"",""47,421.84"",""47,688.92"",""47,313.85"","""",""0.36%"""
"07/05/2021,""47,423.61"",""47,500.31"",""47,827.48"",""47,327.81"","""",""-0.20%"""
"07/02/2021,""47,520.42"",""47,908.81"",""48,154.11"",""47,408.80"","""",""-0.81%"""
"07/01/2021,""47,908.81"",""47,228.23"",""48,069.85"",""47,196.04"","""",""1.42%"""
"06/30/2021,""47,238.09"",""47,779.33"",""48,199.63"",""47,238.09"","""",""-1.09%"""
"06/29/2021,""47,759.62"",""48,302.96"",""48,573.14"",""47,756.89"","""",""-1.12%"""
"06/28/2021,""48,301.62"",""48,521.80"",""48,536.41"",""48,026.40"","""",""-0.33%"""
"06/25/2021,""48,461.47"",""48,570.18"",""48,961.62"",""48,400.72"","""",""-0.31%"""
"06/24/2021,""48,610.40"",""48,623.44"",""48,894.44"",""48,463.14"","""",""-0.03%"""
"06/23/2021,""48,624.32"",""48,193.16"",""48,748.67"",""48,160.05"","""",""0.89%"""
"06/22/2021,""48,193.16"",""48,384.11"",""48,597.74"",""48,029.08"","""",""-0.39%"""
"06/21/2021,""48,379.62"",""48,112.88"",""48,427.46"",""47,564.66"","""",""0.54%"""
"06/18/2021,""48,117.72"",""48,775.97"",""48,918.73"",""48,070.42"","""",""-1.39%"""
"06/17/2021,""48,795.68"",""48,526.71"",""48,839.77"",""48,293.72"","""",""0.56%"""
"06/16/2021,""48,525.74"",""49,299.48"",""49,410.31"",""48,251.21"","""",""-1.57%"""
"06/15/2021,""49,299.48"",""49,029.42"",""49,375.93"",""48,906.88"","""",""0.58%"""
"06/14/2021,""49,015.24"",""48,812.32"",""49,138.23"",""48,747.36"","""",""0.35%"""
"06/11/2021,""48,845.84"",""48,474.34"",""48,986.42"",""48,305.65"","""",""0.76%"""
"06/10/2021,""48,475.07"",""48,207.28"",""48,480.10"",""47,963.98"","""",""0.56%"""
"06/09/2021,""48,206.56"",""48,547.18"",""48,793.65"",""47,669.66"","""",""-0.70%"""
"06/08/2021,""48,546.45"",""48,343.04"",""48,853.66"",""48,142.87"","""",""0.60%"""
"06/07/2021,""48,255.90"",""48,282.30"",""48,676.62"",""48,105.28"","""",""-0.05%"""
"06/04/2021,""48,282.14"",""47,379.68"",""48,282.57"",""47,364.31"","""",""1.81%"""
"06/03/2021,""47,422.77"",""46,736.89"",""47,536.10"",""46,734.63"","""",""1.47%"""
"06/02/2021,""46,736.89"",""46,723.54"",""46,995.02"",""46,557.96"","""",""0.08%"""
"06/01/2021,""46,699.74"",""46,370.14"",""47,263.58"",""46,368.43"","""",""0.71%"""
"05/31/2021,""46,371.02"",""46,235.22"",""46,459.44"",""46,011.12"","""",""0.30%"""
"05/28/2021,""46,233.29"",""45,802.15"",""46,265.71"",""45,801.22"","""",""0.94%"""
"05/27/2021,""45,802.61"",""46,397.16"",""46,426.04"",""45,713.17"","""",""-1.24%"""
"05/26/2021,""46,379.32"",""45,766.95"",""46,379.32"",""45,766.95"","""",""1.34%"""
"05/25/2021,""45,765.15"",""46,456.02"",""46,612.97"",""45,765.15"","""",""-1.36%"""
"05/21/2021,""46,396.87"",""46,261.06"",""46,485.91"",""45,962.95"","""",""0.29%"""
"05/20/2021,""46,261.37"",""45,219.94"",""46,281.43"",""45,219.46"","""",""2.51%"""
"05/19/2021,""45,128.56"",""45,898.54"",""45,898.54"",""44,983.60"","""",""-1.66%"""
"05/18/2021,""45,891.45"",""45,831.23"",""46,129.16"",""45,530.64"","""",""0.06%"""
"05/17/2021,""45,862.01"",""45,423.38"",""45,960.27"",""45,299.07"","""",""0.95%"""
"05/14/2021,""45,429.12"",""44,974.42"",""45,493.75"",""44,806.47"","""",""1.01%"""
"05/13/2021,""44,974.08"",""44,159.57"",""44,975.85"",""43,729.81"","""",""1.84%"""
"05/12/2021,""44,160.71"",""44,350.67"",""44,587.22"",""44,104.33"","""",""-0.43%"""
"05/11/2021,""44,350.67"",""44,586.87"",""44,586.87"",""43,535.53"","""",""-0.53%"""
"05/10/2021,""44,587.59"",""44,165.10"",""44,612.21"",""43,927.32"","""",""0.96%"""
"05/07/2021,""44,164.37"",""44,469.85"",""44,824.95"",""44,113.31"","""",""-0.69%"""
"05/06/2021,""44,472.71"",""44,155.73"",""44,490.91"",""43,959.77"","""",""0.75%"""
"05/05/2021,""44,142.70"",""44,048.50"",""44,529.00"",""44,048.50"","""",""0.24%"""
"05/04/2021,""44,036.18"",""43,087.73"",""44,103.63"",""43,087.73"","""",""2.19%"""
"05/03/2021,""43,093.89"",""43,184.13"",""43,470.65"",""42,892.83"","""",""-0.21%"""
"04/30/2021,""43,183.20"",""43,665.42"",""43,866.15"",""43,183.20"","""",""-1.10%"""
"04/29/2021,""43,665.42"",""43,549.43"",""44,038.43"",""43,549.43"","""",""0.27%"""
"04/28/2021,""43,549.43"",""43,426.19"",""43,681.64"",""43,255.35"","""",""0.44%"""
"04/27/2021,""43,357.19"",""43,281.61"",""43,559.12"",""43,190.60"","""",""0.17%"""
"04/26/2021,""43,281.61"",""42,785.99"",""43,281.61"",""42,639.77"","""",""1.19%"""
"04/23/2021,""42,772.95"",""42,917.95"",""42,923.91"",""42,613.13"","""",""-0.31%"""
"04/22/2021,""42,906.48"",""42,752.15"",""43,154.66"",""42,732.08"","""",""0.36%"""
"04/21/2021,""42,753.60"",""42,621.89"",""42,975.17"",""42,606.70"","""",""0.37%"""
"04/20/2021,""42,597.26"",""42,389.23"",""42,597.26"",""41,758.72"","""",""0.49%"""
"04/19/2021,""42,388.09"",""42,997.92"",""43,218.18"",""42,311.00"","""",""-1.42%"""
"04/16/2021,""42,997.61"",""42,715.43"",""43,039.09"",""42,564.71"","""",""0.87%"""
"04/15/2021,""42,626.71"",""42,514.94"",""42,921.57"",""42,181.03"","""",""0.26%"""
"04/14/2021,""42,514.94"",""42,867.97"",""43,038.91"",""42,134.51"","""",""-0.82%"""
"04/13/2021,""42,865.63"",""43,267.25"",""43,630.44"",""42,636.75"","""",""-0.93%"""
"04/12/2021,""43,267.25"",""43,775.41"",""43,943.62"",""43,267.25"","""",""-1.16%"""
"04/09/2021,""43,775.41"",""44,194.44"",""44,235.30"",""43,738.66"","""",""-0.95%"""
"04/08/2021,""44,194.16"",""44,357.64"",""44,536.43"",""44,048.21"","""",""-0.37%"""
"04/07/2021,""44,357.64"",""44,357.86"",""44,579.99"",""44,335.03"","""",""0.00%"""
"04/06/2021,""44,357.86"",""44,292.18"",""44,761.79"",""44,292.18"","""",""0.26%"""
"04/01/2021,""44,242.93"",""44,424.68"",""44,696.01"",""44,144.03"","""",""-0.19%"""
"03/31/2021,""44,326.18"",""44,736.90"",""45,032.30"",""44,326.18"","""",""-0.94%"""
"03/30/2021,""44,746.76"",""44,617.73"",""44,899.15"",""44,502.19"","""",""0.29%"""
"03/29/2021,""44,617.73"",""44,203.14"",""44,847.66"",""44,199.56"","""",""0.94%"""
"03/26/2021,""44,201.25"",""44,247.67"",""44,524.28"",""44,078.32"","""",""0.07%"""
"03/25/2021,""44,168.81"",""44,142.49"",""44,498.70"",""43,956.20"","""",""-0.27%"""
"03/24/2021,""44,290.24"",""43,544.35"",""44,367.92"",""43,376.79"","""",""1.58%"""
"03/23/2021,""43,603.02"",""43,853.89"",""44,102.77"",""43,489.46"","""",""-0.57%"""
"03/22/2021,""43,851.96"",""44,035.03"",""44,404.80"",""43,822.30"","""",""-0.43%"""
"03/19/2021,""44,042.12"",""44,465.75"",""44,619.43"",""43,975.15"","""",""-0.95%"""
"03/18/2021,""44,465.75"",""43,501.55"",""44,546.15"",""43,501.55"","""",""2.21%"""
